id,is_validated
7907,-1
7929,-1
7996,1
8024,-1
8063,1
8076,-1
8165,-1
8167,-1
8221,-1
8270,-1
8324,-1
8331,-1
8332,-1
8432,1
8572,-1
8610,-1
8613,1
8641,-1
8674,-1
8679,-1
8680,-1
8681,1
8744,-1
8757,1
8762,-1
8807,-1
8808,-1
8841,-1
8884,1
8977,-1
8998,-1
9050,-1
9057,-1
9147,-1
9234,-1
9247,-1
9248,-1
9250,1
9257,-1
9287,-1
9295,1
9298,1
9315,1
9319,1
9347,-1
9376,-1
9378,1
9425,-1
9493,-1
9494,-1
9521,-1
9532,-1
9538,-1
9611,1
9657,1
9664,1
9674,-1
9838,-1
9933,-1
9938,1
9939,-1
9966,-1
9996,1
10039,-1
10042,-1
10049,1
10057,-1
10058,-1
10065,-1
10073,-1
10105,-1
10130,1
10142,-1
10165,1
10168,-1
10178,-1
10227,-1
10253,-1
10275,-1
10286,1
10287,-1
10289,-1
10302,-1
10367,-1
10380,1
10400,-1
10590,-1
10693,-1
10767,-1
10797,-1
10873,1
10905,-1
11005,-1
11012,-1
11056,-1
11082,-1
11084,-1
11125,-1
11126,-1
11182,-1
11238,-1
11245,1
11250,-1
11311,-1
11331,1
11358,-1
11400,-1
11406,-1
11451,-1
11489,-1
11684,-1
11694,-1
11717,-1
11722,-1
11812,-1
11814,-1
11819,-1
12014,1
12019,-1
12039,-1
12111,-1
12120,-1
12125,-1
12160,-1
12173,-1
12174,1
12321,-1
12365,-1
12516,-1
12522,-1
12569,-1
12676,-1
12711,-1
12720,-1
12775,-1
12835,-1
12861,-1
12867,-1
12869,1
12871,1
12903,-1
12906,-1
12907,-1
12908,-1
12929,-1
12976,-1
12981,-1
13019,-1
13034,-1
13075,-1
13121,-1
13122,-1
13390,-1
13391,-1
13501,-1
13538,-1
13585,-1
13614,-1
13651,-1
13690,1
13737,-1
13787,-1
13801,1
13808,-1
13821,-1
13833,-1
13899,-1
13952,-1
14010,-1
14028,-1
14035,1
14063,-1
14106,-1
14111,-1
14117,-1
14118,-1
14161,-1
14183,-1
14191,-1
14193,-1
14226,-1
14228,1
14242,-1
14251,-1
14319,1
14322,-1
14334,-1
14356,-1
14391,1
14597,-1
14601,-1
14615,-1
14628,-1
14644,-1
14667,-1
14684,1
14726,-1
14848,-1
14871,-1
14909,-1
14910,1
14982,-1
14995,-1
15013,1
15164,-1
15196,1
15268,-1
15296,-1
15309,-1
15312,-1
15378,1
15462,-1
15481,-1
15488,-1
15493,1
15499,-1
15582,-1
15667,1
15719,-1
15728,-1
15750,-1
15756,-1
15906,-1
16098,-1
16105,1
16106,-1
16122,-1
16128,-1
16308,-1
16316,-1
16363,-1
16389,-1
16398,-1
16456,-1
16498,-1
16499,-1
16505,-1
16592,-1
16606,-1
16608,-1
16660,-1
16662,-1
16665,-1
16673,-1
16679,-1
16702,1
16712,-1
16766,1
16896,1
16909,-1
16947,-1
17137,-1
17198,-1
17302,-1
17366,-1
17393,-1
17401,1
17423,-1
17426,-1
17485,-1
17525,1
17537,-1
17588,1
17635,-1
17664,1
17686,-1
17791,-1
17797,-1
17798,-1
17799,-1
17803,-1
17805,-1
17822,-1
17828,-1
17831,-1
17836,-1
17847,-1
17853,-1
17886,-1
17889,-1
17923,-1
17990,-1
18031,1
18142,1
18188,1
18201,-1
18252,-1
18272,1
18339,0
18372,-1
18418,-1
18431,1
18446,-1
18463,-1
18485,-1
18618,1
18762,-1
18765,-1
18810,-1
18863,-1
18887,-1
18922,1
18934,-1
19040,-1
19236,-1
19247,-1
19264,-1
19303,-1
19397,-1
19468,-1
19475,-1
19556,-1
19624,-1
19628,-1
19653,-1
19702,-1
19703,-1
19730,-1
19758,-1
19843,-1
19860,-1
19873,-1
19925,1
19932,-1
19951,-1
19953,-1
19962,-1
19981,-1
19983,-1
19987,-1
20005,-1
20044,-1
20060,-1
20093,1
20124,-1
20125,-1
20126,1
20146,-1
20149,-1
20175,-1
20196,-1
20203,1
20208,-1
20209,-1
20221,-1
20334,-1
20359,-1
20519,-1
20539,-1
20585,-1
20592,-1
20617,-1
20678,1
20715,-1
20718,-1
20719,-1
20724,-1
20729,1
20736,-1
20759,-1
20774,-1
20824,-1
20828,-1
20830,-1
20855,-1
20880,-1
20907,-1
20939,-1
20952,1
20966,-1
21122,-1
21148,-1
21195,-1
21225,-1
21307,1
21317,-1
21421,1
21490,-1
21531,-1
21606,-1
21616,1
21653,-1
21656,1
21685,-1
21700,-1
21734,0
21823,1
22190,-1
22269,1
22496,-1
22547,-1
22561,-1
22573,1
22574,1
22622,-1
22655,-1
22662,-1
22665,1
22893,-1
22923,-1
22924,-1
22945,-1
23104,1
23105,1
23121,-1
23174,-1
23364,1
23413,1
23418,1
23458,-1
23578,-1
23611,-1
23627,-1
23628,1
23696,1
23701,1
23702,1
23763,-1
23780,1
23874,-1
23916,1
23942,-1
23993,-1
24003,-1
24388,-1
24393,1
24395,1
24471,-1
24480,-1
24531,-1
24551,-1
24555,-1
24593,-1
24596,-1
24601,-1
24635,-1
24640,-1
24653,-1
24691,-1
24692,1
24694,1
24703,-1
24716,-1
24772,-1
24780,-1
24854,-1
24856,-1
24874,-1
24904,-1
24949,-1
24962,-1
24978,-1
24991,-1
25006,-1
25038,-1
25042,1
25184,-1
25384,-1
25395,-1
25403,1
25410,-1
25484,-1
25495,-1
25513,-1
25560,1
25643,-1
25698,-1
25717,-1
25835,-1
25867,1
25984,-1
25990,-1
26048,-1
26090,-1
26300,-1
26315,-1
26377,-1
26482,1
26504,-1
26508,-1
26566,1
26571,-1
26599,1
26625,-1
26660,-1
26725,-1
26755,1
26850,-1
27090,-1
27102,-1
27190,1
27197,-1
27213,-1
27224,-1
27228,-1
27261,-1
27284,-1
27313,1
27323,-1
27390,-1
27616,-1
27665,-1
27700,-1
27870,1
27871,-1
27902,1
27968,-1
28038,1
28145,-1
28146,1
28160,1
28228,1
28282,1
28290,-1
28291,-1
28342,1
28424,1
28441,1
28455,-1
28614,-1
28667,1
28721,-1
28737,1
28740,1
28743,1
28863,1
28890,-1
28921,1
28943,-1
29095,-1
29298,-1
29329,-1
29707,-1
29714,-1
29785,-1
29802,-1
29891,-1
30005,1
30034,-1
30091,1
30107,1
30141,-1
30215,-1
30227,-1
30254,1
30357,-1
30385,-1
30430,-1
30437,-1
30449,1
30460,-1
30463,1
30491,-1
30577,1
30578,1
30619,-1
30642,-1
30650,-1
30670,1
30684,1
30695,-1
30761,-1
30766,-1
30777,-1
30847,-1
30901,-1
30910,1
30941,1
30948,-1
31050,-1
31105,-1
31150,-1
31183,-1
31267,-1
31366,-1
31542,-1
31641,-1
31718,-1
31763,-1
31773,-1
31919,-1
32113,-1
32178,1
32275,-1
32288,-1
32415,1
32432,-1
32490,-1
32516,-1
32570,-1
32573,-1
32618,1
32659,1
32768,-1
32773,1
32840,-1
32862,-1
32896,-1
33016,-1
33033,-1
33035,-1
33052,1
33054,1
33061,-1
33133,-1
33198,1
33244,-1
33256,-1
33265,-1
33366,-1
33377,-1
33430,-1
33449,-1
33456,-1
33582,-1
33589,-1
33594,-1
33629,-1
33633,-1
33767,-1
33773,1
33789,-1
33790,-1
33813,1
33863,1
33969,-1
33977,1
33980,-1
34193,-1
34235,-1
34257,-1
34313,-1
34378,-1
34380,1
34396,1
34408,-1
34419,-1
34425,1
34427,1
34450,-1
34451,-1
34538,1
34660,-1
34681,-1
34689,-1
34690,-1
34912,-1
34928,1
35025,1
35245,1
35246,1
35293,1
35379,-1
35397,-1
35427,-1
35487,1
35514,1
35653,-1
35675,-1
35696,-1
35703,-1
35718,-1
35792,1
35834,-1
35849,-1
35964,1
35994,1
36207,-1
36227,-1
36292,-1
36308,-1
36331,-1
36341,-1
36359,1
36493,-1
36575,-1
36629,1
36678,-1
36692,-1
36710,-1
36725,-1
36791,-1
36798,1
36980,-1
36981,-1
36982,-1
37048,-1
37147,1
37170,-1
37261,-1
37292,-1
37400,-1
37474,-1
37482,1
37510,1
37513,1
37538,1
37596,-1
37742,-1
37883,1
38276,-1
38409,-1
38659,-1
38789,1
38795,-1
38844,1
38932,-1
38970,1
38986,-1
39015,1
39059,-1
39485,1
39566,-1
39906,-1
39925,-1
40003,-1
40009,1
40094,-1
40181,-1
40211,-1
40511,1
40599,-1
40924,-1
41063,1
42067,-1
42072,-1
44398,1
44400,1
44425,1
44716,-1
44995,-1
45195,-1
45450,-1
45455,-1
47663,-1
48094,-1
49521,1
49771,-1
49772,-1
49817,-1
50757,-1
51933,-1
52002,-1
53340,-1
53600,-1
53775,-1
53856,-1
54365,-1
55040,-1
55739,-1
56837,-1
58095,-1
59140,-1
60109,-1
63768,-1
63834,1
64021,-1
64106,-1
64278,1
64821,-1
64853,-1
65472,-1
65769,-1
67126,-1
71514,1
71604,1
72064,-1
72997,-1
74468,-1
75595,-1
76188,-1
76193,-1
79047,-1
79573,-1
80303,-1
81259,-1
82197,-1
82704,1
83757,0
83831,-1
85390,-1
85554,-1
86379,-1
86556,-1
86793,-1
87308,-1
88054,-1
88507,-1
88717,-1
89075,-1
89176,-1
89455,-1
89722,-1
89752,-1
90027,-1
90099,-1
90265,1
90473,-1
90856,-1
90873,-1
90929,-1
91349,-1
91470,-1
91594,0
91620,1
91789,-1
91907,-1
92028,-1
92068,-1
92257,-1
92626,-1
93230,1
93773,-1
93843,-1
94397,-1
94702,-1
94777,-1
95214,0
95450,-1
95451,1
95698,-1
96020,-1
96044,-1
96085,-1
97372,-1
97717,1
97915,-1
98033,-1
98810,-1
98887,-1
99552,-1
99615,-1
99622,-1
99630,-1
99738,-1
99870,-1
99894,0
99899,-1
99966,-1
99968,-1
99990,-1
100019,-1
100036,-1
100037,-1
100041,-1
100145,-1
100196,-1
100263,-1
100288,-1
100317,-1
100418,-1
100434,-1
100477,-1
100500,-1
100504,-1
100616,-1
100620,-1
100640,-1
100651,-1
100662,-1
100676,-1
100715,-1
100794,-1
100914,-1
100976,-1
100980,-1
101054,1
101202,-1
101296,-1
101329,-1
101384,-1
101401,1
101425,-1
101576,-1
101785,-1
101844,-1
101921,-1
101932,-1
101949,-1
101987,-1
102042,-1
102059,-1
102133,-1
102151,-1
102152,-1
102509,-1
102582,-1
102768,-1
102803,-1
102958,-1
103017,-1
103022,-1
103050,-1
103065,-1
103642,-1
104088,-1
104247,-1
104456,-1
104613,1
104807,-1
105024,1
105097,-1
105143,-1
105391,-1
105466,-1
105632,-1
105700,-1
105702,-1
105722,-1
105741,-1
105813,-1
105814,-1
105815,-1
105816,-1
105841,-1
105887,-1
106244,-1
106257,-1
106269,1
106270,-1
106295,-1
106307,-1
106312,-1
106329,-1
106824,-1
106859,0
106938,1
106941,1
106948,-1
106949,1
106950,-1
107127,-1
107252,-1
107284,-1
107333,-1
107334,-1
107417,1
107644,-1
107651,-1
107652,-1
107707,-1
107806,1
107899,-1
107901,0
107903,1
108067,-1
108068,-1
108113,-1
108377,-1
108415,0
108671,-1
108687,1
108780,1
108906,-1
109032,-1
109071,-1
109130,-1
109239,-1
109354,-1
109372,-1
109676,1
109684,1
109686,1
109687,1
109693,1
109702,1
109714,1
109730,1
109738,1
109759,1
109765,1
109767,1
110214,-1
110288,-1
110290,-1
110369,-1
110375,-1
110465,-1
110474,-1
110547,-1
110601,-1
110604,-1
110690,1
110703,1
110709,1
110714,1
110721,1
110725,1
110746,-1
110747,1
110748,1
110752,1
110758,1
110819,-1
111120,-1
111183,-1
111427,-1
111428,-1
111534,-1
111588,-1
111679,-1
111797,-1
111836,-1
112009,-1
112212,-1
112373,0
112405,-1
112470,-1
112480,-1
112490,-1
112501,-1
112573,-1
112804,-1
113213,-1
113307,-1
113309,-1
113324,-1
113505,1
113539,-1
113542,-1
113633,-1
113668,-1
113683,-1
113741,-1
114165,1
114201,-1
114257,-1
114286,-1
114550,-1
114851,1
115107,1
115236,-1
115254,-1
115456,1
115608,-1
115794,1
116002,-1
116035,-1
116118,-1
116187,-1
116190,-1
116324,1
116358,-1
116359,1
116569,-1
116689,-1
116824,1
116842,1
117019,-1
117031,0
117158,-1
117231,-1
117390,1
117631,1
117658,-1
117697,-1
117698,-1
117760,-1
117886,-1
117974,1
118099,1
118101,-1
118197,-1
118434,-1
118746,-1
118751,1
118857,1
118859,1
118973,-1
119060,-1
119098,-1
119131,-1
119203,-1
119491,-1
119568,-1
119801,-1
119847,-1
119942,-1
119953,-1
119987,-1
119998,-1
120048,-1
120097,-1
120107,-1
120126,-1
120142,-1
120172,1
120201,-1
120263,-1
120281,-1
120438,-1
120504,-1
120531,-1
120559,-1
120583,-1
120650,-1
120675,-1
120707,-1
120714,-1
120791,-1
121020,-1
121024,-1
121061,-1
121108,-1
121201,-1
121204,-1
121206,-1
121260,-1
121278,-1
121315,-1
121386,-1
121388,-1
121553,-1
121566,-1
121746,1
121787,-1
121788,-1
121863,-1
121950,-1
121951,-1
122131,-1
122414,-1
122508,-1
122586,1
122617,-1
122760,-1
122801,-1
122816,-1
122828,-1
122916,-1
123101,-1
123253,-1
123388,-1
123392,-1
123393,-1
123403,-1
123426,1
123498,1
123593,-1
123739,1
123768,-1
123769,1
123781,-1
123991,-1
124061,-1
124165,1
124205,-1
124254,-1
124473,-1
124511,-1
124512,-1
124514,-1
124545,-1
124672,-1
124737,-1
124744,-1
124754,-1
124931,-1
125112,-1
125462,-1
125605,-1
125631,-1
125741,-1
125771,-1
125810,-1
125816,-1
125838,-1
125842,-1
125909,-1
125945,-1
125949,-1
125973,-1
125977,-1
125989,-1
125998,-1
126002,-1
126014,-1
126015,-1
126041,-1
126044,-1
126049,-1
126057,-1
126060,-1
126062,-1
126081,-1
126084,-1
126091,-1
126092,-1
126102,-1
126109,-1
126127,-1
126131,-1
126141,-1
126165,-1
126183,-1
126205,-1
126266,-1
126325,-1
126683,-1
126720,-1
126861,-1
127281,-1
127291,-1
127484,-1
127515,-1
127624,-1
127633,-1
127652,-1
127675,-1
127683,-1
127686,-1
127690,-1
127693,-1
127798,-1
127889,-1
127890,-1
127895,1
127913,1
127918,-1
127928,-1
127929,-1
127984,1
127987,1
127990,1
128025,-1
128038,-1
128045,1
128053,-1
128112,-1
128210,-1
128237,-1
128243,-1
128320,-1
128334,-1
128409,-1
128416,-1
128436,-1
128466,-1
128485,-1
128497,-1
128564,-1
128625,-1
128646,-1
128687,-1
128700,-1
128719,-1
128760,-1
128764,-1
128770,-1
128776,-1
128783,-1
128786,-1
128787,-1
128788,-1
128789,-1
128797,-1
128804,-1
128812,-1
128823,-1
128883,1
128890,-1
128893,-1
128895,-1
128910,-1
129042,-1
129060,-1
129094,-1
129107,-1
129241,-1
129247,1
129249,-1
129258,-1
129261,-1
129262,-1
129270,-1
129281,-1
129352,-1
129356,-1
129364,-1
129366,-1
129379,-1
129380,-1
129381,-1
129382,-1
129432,-1
129435,-1
129491,-1
129492,-1
129518,-1
129534,-1
129539,-1
129558,-1
129589,-1
129590,-1
129642,-1
129691,-1
129698,-1
129711,-1
129746,-1
129796,-1
129811,-1
129832,-1
129847,-1
129860,-1
129867,-1
129954,-1
129963,-1
129967,-1
130017,-1
130035,-1
130060,-1
130068,-1
130090,1
130148,-1
130152,-1
130161,-1
130285,-1
130291,-1
130327,-1
130381,-1
130468,-1
130476,-1
130534,-1
130547,-1
130623,0
130648,-1
130680,-1
130741,-1
130751,-1
130752,-1
130765,-1
130789,-1
130799,-1
130814,-1
130815,-1
130828,-1
130908,-1
130953,-1
130961,-1
131011,-1
131031,-1
131084,1
131204,-1
131250,-1
131260,-1
131265,-1
131331,-1
131368,-1
131467,-1
131642,-1
131687,-1
132119,-1
132234,-1
132319,-1
132331,-1
132344,-1
132443,-1
132542,1
132731,-1
132817,-1
132870,-1
132876,-1
132884,-1
132899,-1
133064,1
133093,-1
133100,1
133222,-1
133223,-1
133253,-1
133272,-1
133291,-1
133308,-1
133347,-1
133598,-1
133601,-1
133625,-1
133673,-1
133826,-1
133827,-1
133828,-1
134019,-1
134130,-1
134196,-1
134280,1
134281,-1
134299,-1
134327,-1
134476,-1
134590,-1
134619,-1
134628,-1
134727,-1
134828,-1
134880,-1
134905,-1
135011,-1
135172,-1
135288,1
135569,-1
135601,-1
135700,-1
135713,-1
135714,-1
135736,-1
135814,-1
135840,-1
135892,-1
136148,1
136160,1
136262,1
136279,-1
136332,1
136402,-1
136405,-1
136427,-1
136521,-1
136665,1
136669,1
136689,-1
136808,-1
136845,1
137037,1
137096,1
137136,0
137187,1
137268,-1
137284,-1
137315,-1
137323,-1
137324,-1
137342,-1
137352,-1
137361,-1
137363,-1
137374,-1
137384,-1
137422,-1
137438,-1
137445,-1
137448,-1
137468,-1
137508,-1
137509,-1
137515,-1
137525,-1
137588,-1
137600,-1
137610,-1
137617,-1
137695,-1
137757,-1
137765,1
137836,-1
137873,-1
137906,-1
137907,-1
137993,-1
138032,-1
138092,-1
138105,-1
138120,-1
138129,-1
138148,-1
138179,-1
138197,-1
138198,-1
138224,-1
138267,-1
138282,-1
138308,-1
138384,-1
138416,-1
138575,-1
138608,0
138752,-1
138772,1
138775,-1
138788,-1
138821,-1
138822,-1
138829,-1
138861,-1
139094,-1
139112,1
139156,1
139170,-1
139174,-1
139179,-1
139186,-1
139227,-1
139280,-1
139366,-1
139367,-1
139370,-1
139386,-1
139392,-1
139395,-1
139398,-1
139503,-1
139504,-1
139539,-1
139574,-1
139593,-1
139650,-1
139659,1
139685,-1
139687,-1
139750,-1
139783,-1
139785,-1
139788,-1
139817,-1
139865,0
139873,-1
139883,1
139912,-1
139917,-1
139948,-1
139956,-1
140000,-1
140015,-1
140035,-1
140041,-1
140092,-1
140121,-1
140131,1
140165,-1
140235,-1
140248,-1
140287,-1
140352,-1
140408,-1
140417,0
140420,-1
140436,-1
140465,-1
140503,-1
140547,-1
140575,-1
140643,-1
140666,-1
140696,-1
140731,-1
140751,-1
140777,-1
140787,-1
140803,-1
140807,-1
140813,-1
140833,-1
140838,-1
140852,-1
140857,-1
140880,-1
141172,-1
141215,1
141248,1
141273,-1
141306,-1
141362,-1
141464,-1
141540,-1
141612,-1
141652,-1
141695,-1
141761,-1
141769,1
141771,-1
141868,-1
141938,-1
142190,-1
142193,1
142201,-1
142229,-1
142370,-1
142404,-1
142434,-1
142444,0
142480,-1
142508,-1
142519,-1
142612,-1
142641,-1
142692,-1
142720,-1
142724,-1
142873,-1
142876,-1
142879,-1
142891,-1
142918,1
142955,1
143009,-1
143020,-1
143075,-1
143248,-1
143263,-1
143361,-1
143371,-1
143397,-1
143413,-1
143451,-1
143466,-1
143483,-1
143508,1
143595,-1
143640,-1
143960,-1
143963,-1
144006,1
144022,1
144023,1
144030,1
144039,1
144106,-1
144118,-1
144554,1
144626,1
144637,1
144641,-1
144686,-1
144941,-1
144963,-1
145025,1
145108,-1
145243,-1
145364,-1
145415,-1
145589,-1
145859,-1
145922,1
145931,1
145956,-1
145977,-1
145985,-1
146069,-1
146160,-1
146252,-1
146268,-1
146312,1
146327,1
146596,-1
147307,-1
147343,-1
147397,1
147403,1
147440,1
147463,1
147560,-1
147609,-1
147635,1
147897,-1
148009,-1
148010,-1
148086,1
148148,-1
148153,1
148309,-1
148316,-1
148406,-1
148419,-1
148428,-1
148474,-1
148579,-1
148689,-1
148715,-1
148766,-1
148810,-1
149055,-1
149087,-1
149126,1
149219,-1
149305,-1
149521,1
149596,-1
149636,1
149850,-1
149933,-1
150075,-1
150264,-1
150277,-1
150298,0
150560,-1
150647,1
150717,-1
150747,-1
150811,-1
150819,-1
151121,-1
151152,-1
151215,-1
151269,-1
151277,-1
151390,-1
151408,-1
151447,-1
151562,-1
151578,-1
151796,-1
151909,-1
151976,-1
152068,-1
152130,1
152270,-1
152371,-1
152388,-1
152392,-1
152614,-1
153030,-1
153278,-1
153581,-1
153806,1
153930,-1
154157,-1
154264,-1
154307,-1
154363,-1
154845,-1
154877,-1
155047,-1
155081,-1
155148,-1
155180,-1
155366,-1
155402,1
155498,-1
155499,-1
155557,-1
155638,0
155709,-1
155760,-1
156459,-1
156494,-1
156549,-1
156643,-1
156688,-1
156753,-1
156861,-1
157035,-1
157050,-1
157184,1
157290,-1
157341,-1
157355,-1
157551,-1
157554,-1
157780,-1
158149,-1
158439,-1
158593,-1
158812,-1
159053,-1
159369,-1
159403,-1
159842,-1
160134,-1
160252,-1
160273,-1
160467,-1
160807,-1
160901,-1
161204,1
161243,-1
161407,1
161441,-1
161456,-1
161491,-1
161520,-1
161700,-1
161758,1
161793,-1
162136,-1
162217,-1
162617,-1
162813,-1
162914,-1
163068,-1
163088,-1
163162,-1
163330,1
164033,-1
164616,0
164715,-1
164824,-1
164845,-1
164916,-1
165089,1
165151,-1
165294,0
165301,-1
165319,-1
165357,-1
165412,1
165432,-1
165439,-1
165553,-1
165563,-1
165634,-1
165645,1
165652,-1
165670,1
165762,-1
165962,1
166001,-1
166101,1
166103,1
166175,-1
166332,1
166385,-1
166472,-1
166518,-1
166625,-1
166765,-1
166948,-1
167039,-1
167042,-1
167145,-1
167205,1
167277,-1
167284,1
167335,1
167337,-1
167343,1
167414,-1
167477,-1
167501,1
167641,-1
167710,-1
167720,-1
167721,-1
167727,-1
167866,-1
167929,-1
167932,-1
167950,-1
168050,1
168051,-1
168131,-1
168144,-1
168157,-1
168355,-1
168384,-1
168409,-1
168510,-1
168563,-1
168614,-1
168727,-1
168769,-1
168855,-1
168961,-1
169021,0
169040,-1
169269,-1
169316,-1
169331,0
169356,-1
169391,1
169405,-1
169481,-1
169501,0
169573,-1
169575,-1
169588,-1
169784,1
169792,1
169804,1
169805,1
169806,1
169810,1
169815,1
169847,1
169854,1
169975,0
169994,0
170043,0
170099,0
170120,0
170184,-1
170363,-1
170487,0
170489,-1
170491,0
170501,-1
170506,0
170584,1
170743,0
170789,0
170873,-1
170984,0
170992,0
171191,0
171194,-1
171212,-1
171334,-1
171354,-1
171411,-1
171443,-1
171473,-1
171708,0
171784,0
171785,0
171835,-1
171888,-1
171906,1
171944,0
171945,0
171951,0
171958,0
172320,0
172333,0
172351,-1
172433,-1
172528,-1
172557,0
172671,-1
172740,-1
172752,-1
172870,-1
172898,1
172957,-1
172990,1
173099,-1
173285,-1
173341,-1
173563,-1
173656,1
173734,1
173797,-1
173929,1
173938,-1
173954,0
173968,-1
174091,1
174133,1
174265,1
174398,-1
174557,-1
174566,1
174665,1
174675,1
174740,1
174758,-1
174899,1
175004,-1
175396,1
175400,1
175482,1
175540,1
175564,1
176321,-1
176621,-1
176679,1
176682,-1
176685,1
176947,-1
177029,0
177034,0
177062,0
177066,0
177150,1
177245,1
177608,1
177737,-1
177794,0
177868,-1
178017,-1
178066,1
178211,-1
178372,-1
178390,-1
178415,-1
178421,-1
178597,-1
178794,1
179431,1
179541,1
179716,1
179791,1
180045,1
180089,-1
180237,-1
180269,-1
180282,0
180686,-1
180775,-1
180780,-1
181040,-1
181312,1
181586,-1
181679,1
181697,-1
181720,-1
181980,1
182083,1
182160,1
182501,-1
183017,-1
183196,-1
183222,-1
183691,-1
183721,-1
183722,-1
184116,-1
184274,-1
184349,-1
184408,-1
184424,-1
185116,-1
185146,1
185715,-1
185797,-1
185838,-1
185860,-1
185869,-1
186084,-1
186148,-1
186289,0
186452,-1
186682,-1
186830,-1
187185,-1
187191,-1
187229,-1
187241,-1
187270,-1
187461,-1
187754,-1
187796,1
187893,-1
188040,1
188161,-1
188251,0
188266,0
188384,-1
188429,1
188468,-1
188957,-1
189304,-1
189324,-1
189339,1
189394,-1
189598,0
189690,1
189778,1
189780,1
189806,1
189889,-1
189959,-1
190118,1
190231,-1
190243,0
190441,-1
190458,1
190508,-1
190561,-1
190593,-1
191620,-1
191643,-1
191695,0
191738,1
191774,1
192175,0
192251,1
192463,-1
192674,-1
192690,-1
192714,-1
192847,1
192886,-1
192927,1
193023,-1
193184,-1
193372,1
193378,1
193393,1
193422,-1
193487,-1
193591,1
193608,1
193626,0
193694,1
193724,-1
193863,-1
193989,-1
194020,-1
194175,0
194218,-1
194324,-1
194397,1
194462,-1
194539,-1
194559,1
194571,1
194593,0
194754,-1
195057,-1
195309,-1
195367,-1
195524,1
195528,1
195586,-1
195617,-1
195700,-1
195720,-1
195731,-1
195973,-1
196100,-1
196337,-1
196353,-1
196394,0
196432,1
196441,1
196508,-1
196570,-1
196764,1
196765,1
196864,-1
196938,-1
197025,1
197031,-1
197050,0
197051,0
197054,0
197061,0
197113,1
197134,0
197137,0
197206,-1
197280,-1
197286,-1
197544,-1
197611,0
197613,0
197615,1
197623,1
197626,1
197673,1
197690,1
197895,1
197899,1
197902,1
197946,0
197953,0
197961,0
197962,0
197963,0
197968,0
197969,0
198008,-1
198073,-1
198343,-1
198344,-1
198384,0
198388,0
198391,0
198404,0
198410,0
198411,0
198637,-1
198834,-1
